Title,Post date,Application Deadline,Issues,Institution(s),Other Organization(s),URL,Body,All terms
STARS Technical Development Coordinator,Jan 21 2010 - 4:53pm,"March 22, 2010",1/25/10,,,http://www.aashe.org/highlights/jobs/stars-technical-coordinator,"AASHE seeks a Technical Development Coordinator to contribute to the ongoing development and refinement of the Sustainability Tracking, Assessment & Rating System (STARS). The STARS Technical Development Coordinator’s primary responsibility will be to coordinate a team of Technical Advisors across many disciplines to improve the STARS credits and corresponding support materials. Review of applications will begin on January 25, 2010, and will continue until the position is filled.",Jobs & Internships
"Coordinator, Community Carbon Fund Project, Yale U",Jan 28 2010 - 3:22pm,"March 29, 2010",2/1/10,,,http://www.yale.edu/sustainability/jobOpportunities.htm,"Yale University (CT) is seeking applicants for the position of Yale Community Carbon Fund (YCCF) project coordinator. YCCF makes investments in local carbon offset projects within the City of New Haven and across the state of Connecticut. The coordinator will be directly responsible for managing, implementing, developing, and promoting YCCF in its second year. A bachelor's degree in a related field and a minimum of two years professional experience or the equivalent combination of education and experience in the energy and/or carbon area are preferred.",Jobs & Internships
"Visiting Professor, Environmental Science, Allegheny College",Jan 28 2010 - 3:30pm,"March 29, 2010",2/1/10,,,http://sites.allegheny.edu/hrjobs/2010/01/27/visiting-assistant-professor-of-environmental-science/,"Allegheny College (PA) is accepting applications for the position of visiting assistant professor of environmental science. Applicants should have interdisciplinary teaching and research interests in environmental science and/or studies and a strong commitment to undergraduate education. A Ph.D. and previous teaching experience is preferred and the teaching load is between 5.5 and 6 courses a year depending on senior project advising. Applications must be submitted by February 15, 2010.",Jobs & Internships
"Sustainability Graduate Fellow, U Vermont",Jan 28 2010 - 3:37pm,"March 29, 2010",2/1/10,,,http://www.uvm.edu/~sustain/?Page=about/jobs.html&SM=about/aboutmenu.html,"The University of Vermont is hiring a sustainability graduate fellow. The sustainability education and outreach work involved in this position will be conducted under the supervision of the Director of the Office of Sustainability. The fellow's primary responsibility is to coordinate and manage the UVM Eco-Reps Program. The fellow will train previously hired students and update the program's curriculum and organize related activities, utilizing student help whenever possible. Applicants should be an enrolled graduate student with two to four years academic study or experience in sustainability-related field. Applications are due March 31, 2010.",Jobs & Internships
"Sustainability Coordinator, U Calgary",Jan 28 2010 - 3:40pm,"March 29, 2010",2/1/10,,,http://careers.peopleclick.com/careerscp/client_uofc/external/gateway.do?functionName=viewFromLink&jobPostId=9097&localeCode=en-us,"The University of Calgary (AB) is seeking an experienced sustainability coordinator. The ideal candidate will come from an interdisciplinary educational background with proven work experience that is directly relevant to sustainability program development and facilitating organizational change.  Position requirements include: exceptional communication and engagement skills, knowledge and clear understanding of green building practices, corporate sustainability opportunities, and related technical expertise.  Applications are due February 5, 2010.",Jobs & Internships
"Adjunct Instructor, Sustainability, Rosemont College",Jan 28 2010 - 4:08pm,"March 29, 2010",2/1/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175414112,Rosemont College (PA) invites applications for adjunct instructors to develop and teach new general education courses in the accelerated bachelor's degree programs.  One instructor is sought in the area of sustainability.  Desired qualifications include a doctorate in the field of the specific courses proposed and experience teaching and designing courses both online and on the ground to adult learners at the college level. The position is open until filled.,Jobs & Internships
"Assistant Professor, Environmental Studies, Southern Oregon U",Jan 28 2010 - 4:12pm,"March 29, 2010",2/1/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175413421,"Southern Oregon University invites applications for a tenure-track position at the assistant professor level in the Department of Environmental Studies. Candidates in the geosciences, earth sciences, environmental sciences or related fields are encouraged to apply. The University seeks a scholar excited by problem-driven field-based research, committed to interdisciplinary undergraduate education, and enthusiastic about joining a department faculty that spans the natural and social sciences. A scientist with a comprehensive knowledge of surficial processes: geomorphology, soils, slope stability, hydrology, water quality, and watershed science, with applied skills and facility with geospatial technologies is preferred. The position is open until filled.",Jobs & Internships
"Sustainability Lecturer, Arizona State U",Jan 28 2010 - 4:15pm,"March 29, 2010",2/1/10,,,http://chronicle.com/jobs/0000623601-01,"The School of Sustainability at Arizona State University invites applications for a lecturer position. Applicants should be committed to building a program in sustainability. The successful candidate will be responsible for teaching four courses per semester, as well as participating in the internship program. Candidates should have an earned doctorate at the time of appointment in a physical, life, or social science or engineering with specialization relevant to the teaching of sustainability at the community college or university level. Applications are due February 14, 2010.",Jobs & Internships
"Assistant Professor, Sustainable Development, Appalachian State U",Feb 3 2010 - 11:31am,"April 4, 2010",2/8/10,,,http://www.hrs.appstate.edu/employment/epa/epa.php#epa8545,"Appalachian State University (NC) seeks applicants for the position of assistant professor in the sustainable development program. The position will focus on strengthening the BS concentration in agroecology and sustainable agriculture. Responsibilities include developing new undergraduate/graduate courses in agroecology/sustainable agriculture; advising students; producing scholarly work in research, publications, and grant writing; and participating in university and community service. Preferred qualifications include a PhD and experience in one or more of the following areas: animal science/husbandry, agricultural economics, agribusiness, or farm management. Review of applications will begin immediately and continue until the position is filled.",Jobs & Internships
"Sustainability Outreach & Administrative Coordinator, UCAR",Feb 3 2010 - 11:57am,"April 4, 2010",2/8/10,,,https://hostedjobs.openhire.com/epostings/submit.cfm?fuseaction=app.jobinfo&jobid=216680&company_id=15947&version=1&source=ONLINE&JobOwner=962105&startflag=1,"The University Corporation for Atmospheric Research (UCAR) is seeking applicants for the position of sustainability outreach and administrative coordinator. The position will coordinate and support sustainability programs that involve engaging employees in defined sustainability-oriented behaviors; provide excellent customer service and communication regarding zero waste and alternative transportation programs; and support the development of community-based social marketing strategies and programs to encourage employee behavioral change in favor of sustainability.  Experience in outreach, administration, customer service, public relations, and/or environmental education are all desired. A four-year undergraduate degree is desired. Initial consideration will be given to applications received prior to Friday, February 19, 2010. Thereafter, applications will be reviewed on an as-needed basis.",Jobs & Internships
"Associate VP for Finance & Administration, Western State College",Feb 3 2010 - 12:35pm,"April 4, 2010",2/8/10,,,http://www.western.edu/administration/hr/Applicants/job-listings.html,"Western State College of Colorado seeks applicants for the position of associate vice president for finance and administration.  The successful candidate will be responsible for assisting the vice president for finance and administration in managing the daily operations and strategic planning of the College's administrative areas. The position will assist in the development and implementation of campus sustainability initiatives, particularly as they relate to energy efficiency and the sustainable design and construction of campus facilities. A bachelor’s degree is required, and excellent oral and written communication and organizational skills, as well as an ability to make decisions in a collaborative environment are preferred. Applications are due March 1, 2010.",Jobs & Internships
"Vice President, Campus Services, Emory U",Feb 4 2010 - 4:35pm,"April 5, 2010",2/8/10,,,http://brillneumann.com/pdf/emory_vp_cs.pdf,"Emory University (GA) invites inquiries, applications, and nominations for the position of vice president of campus services (VP). Reporting to the executive vice president for finance and administration, and a member of the senior leadership team for the Finance and Administration Division, the VP will be a visionary leader who inspires the work force and provides leadership for facilities management, campus planning, design and construction, the university architect, transportation and parking, community services, and police. S/he will work closely with the senior leaders in Campus Life, Athletics, Environmental Health and Safety, Office of Sustainability Initiatives, Human Resources, Finance, University Technology Services, Research Administration, the Clifton Community Partnership and Emory Healthcare, to provide a safe, well-maintained, sustainable community, uphold the standards of construction and design for the University, and, provide infrastructure support and professional services to facilitate achievement of the University’s vision and strategic plan, as well as the Campus Master Plan. The successful candidate will bring a sense of innovative thinking and strategic planning to the challenging initiatives that will face the University in the next decade and beyond.",Jobs & Internships
"Sustainability Project Administrator, McGill U",Feb 5 2010 - 3:47pm,"April 6, 2010",2/8/10,,,http://www.mcgill.ca/hr/opportunities/term/,"McGill University (QC) seeks a sustainability projects administrator to act as the steward of the McGill Sustainability Projects Working Group.  Reporting to the director of the Office of Sustainability, the successful candidate will advise and assist the community on applications to the Sustainability Fund, monitor and report on Fund activity, provide administrative support to the program, supervise support staff or work study students, and administer applied student research. Three years of related work experience is required.  Applications must be received no later than February 8, 2010 at 5pm Eastern.",Jobs & Internships
"Director, Energy Management, Ohio U",Feb 10 2010 - 11:55am,"April 11, 2010",2/15/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175416028,"Ohio University is hiring for the position of director of energy management. Duties of this position include monitoring energy consumption, making recommendations for energy conservation, and implementing projects that will result in the reduction of energy use. Qualifications include certification as an energy manager or equivalent, five years experience with electrical and mechanical systems in order to have a sufficient background and understanding of these systems, and an understanding of the relationship between fossil fuel use and climate change. The position is open until filled.",Jobs & Internships
"Assistant Director, Renewable Energy & Green Jobs, Bristol CC",Feb 10 2010 - 12:12pm,"April 11, 2010",2/15/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175415866,"Bristol Community College (MA) is accepting applications for the position of assistant director for the Renewable Energy and Green Jobs Projects (REGJP) in the College's Center for Business and Industry. The successful candidate will manage, oversee, and coordinate the development, promotion, implementation, and growth of the REGJP. Requirements for the position include a bachelor's degree in related field, strong leadership, and experience developing/implementing project plans, managing contracts, and collaborating with industry, preferably in an academic setting. The screening of resumes has begun.",Jobs & Internships
"Fellow, Environmental Studies, Colby College",Feb 10 2010 - 12:19pm,"April 11, 2010",2/15/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175416836,"Colby College (ME) invites applications for a two-year appointment as a Mellon postdoctoral fellow in environmental human rights with an emphasis on the United States. The position will work with students and faculty in the environmental studies program and the department of sociology in the areas of teaching and scholarship. An individual who is broadly trained in environmental studies, with background and interests in sociology and environmental human rights, and a geographic focus on the United States is preferred. Review of applications will begin March 12, 2010.",Jobs & Internships
"Visiting Professor, Environmental Studies, Bates College",Feb 10 2010 - 12:29pm,"April 11, 2010",2/15/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175416325,"Bates College (ME) is seeking applicants for the position of visiting assistant professor in environmental studies. Candidates whose scholarly focus is on American environmental studies within one of the humanities are preferred. The position will be expected to teach a broad introductory course on the environment and human culture, in addition to upper-level courses in the candidate's area of expertise. Review of applications begins March 19, 2010.",Jobs & Internships
"Faculty, Center for Sustainable Tourism, East Carolina U",Feb 10 2010 - 1:17pm,"April 11, 2010",2/15/10,,,http://chronicle.com/jobs/0000624781-01,"East Carolina University (NC) seeks applicants for a research and teaching position, which will be a joint appointment between the Center for Sustainable Tourism and an appropriate academic department. The position is broadly defined to consider all candidates with strong evidence of sustainability-related research and teaching pertaining to aspects of tourism. This position requires a doctoral degree, an established publication and external funding record, and evidence of a strong teaching record. Review of applications will begin February 28, 2010.",Jobs & Internships
"Faculty Advisor, Socially Responsible Business, Goddard College",Feb 10 2010 - 1:30pm,"April 11, 2010",2/15/10,,,http://chronicle.com/jobs/0000625449-01,"The Goddard College (VT) Socially Responsible Business & Sustainable Communities Program is seeking applicants for a faculty advisor position with a focus in socially responsible business. The applicant should have theoretical and practical experience in the start-up and on-going leadership/management of socially responsible business endeavors. Requirements include terminal degrees and teaching experience at the undergraduate and/or graduate level. The application due date is February 17, 2010.",Jobs & Internships
"Faculty Advisor, Sustainable Community Developmt, Goddard College",Feb 10 2010 - 1:39pm,"April 11, 2010",2/15/10,,,http://chronicle.com/jobs/0000625449-01,"The Goddard College (VT) Socially Responsible Business and Sustainable Communities Program is seeking applicants for a faculty advisor position with a focus in sustainable community development. The applicant should have theoretical and practical experience helping communities transition to sustainable modes of operation by attending to the integrated needs of environmental, economic, and human systems. Requirements include terminal degrees and teaching experience at the undergraduate and/or graduate level.",Jobs & Internships
"Prof, Sustainable & High Performance Infrastructure, U Buffalo",Feb 10 2010 - 1:54pm,"April 11, 2010",2/15/10,,,http://chronicle.com/jobs/0000624246-01,"The State University of New York at Buffalo is seeking applicants for the position of associate professor of materials for sustainable and high performance infrastructure. The candidate should have expertise in the development of new, energy-efficient, smart, and environmentally-friendly materials. The applicant should also have a Ph.D. in civil engineering or a related field. Applications will be reviewed until the position is filled.",Jobs & Internships
"President, California Polytechnic State U",Feb 10 2010 - 5:07pm,"April 11, 2010",2/15/10,,,http://executivesearch.calstate.edu/SLO_President/index.shtml,"California Polytechnic State University is seeking candidates for the position of president. The president leads the institution by managing the human and financial resources to fulfill the stated mission and provides overall leadership and guidance for the University. The president will also be an advocate for sustainability education and practices at Cal Poly, and cultivate a campus-wide culture of sustainability. Review of applications March 10, 2010.",Jobs & Internships
"Culinary Program Director, Sterling College",Feb 11 2010 - 3:40pm,"April 12, 2010",2/15/10,,,http://www.sterlingcollege.edu/culinary.html,"Sterling College (VT) seeks an experienced and innovative chef, teacher, and program manager to lead all aspects of the College’s independent, organic- and farm-based food service, and to help develop a new summer semester program and academic track in sustainable food systems and the culinary arts. The director will be responsible for all aspects of the College’s food service, including menu design, meal preparation, budgeting, health and safety, ordering, inventory, kitchen employees,  and scheduling. The director should have experience in and passion for all aspects of local and sustainable food systems, farms and farmers, healthy eating, community living, higher education, and teaching and learning at the baccalaureate level. A Master’s or Ph.D. degree is preferred.",Jobs & Internships
"Faculty, Sustainable Energy Technology, Mountain Empire CC",Feb 18 2010 - 11:11am,"April 19, 2010",2/22/10,,,http://chronicle.com/jobs/0000625650-01,"Mountain Empire Community College (VA) is seeking applicants for a 9-month faculty position in sustainable energy technology. The position will be responsible for developing and teaching courses in the areas of solar, wind, hydro, geothermal energy systems, fuel cells, and other sustainable energy at an associate degree level. The candidate should have an associate's degree in electronics or mechanical engineering technology, a minimum of two years of industrial/professional employment experience in a relevant setting, and be a licensed or eligible to be licensed electrician in the State of Virginia. Applications are due March 5, 2010.",Jobs & Internships
"Environmental Humanities Fellow, Wellesley College",Feb 18 2010 - 11:17am,"April 19, 2010",2/22/10,,,http://chronicle.com/jobs/0000626035-01,"Wellesley College (MA) invites applications for a two-year Mellon Post-doctoral Fellowship in the environmental humanities. Candidates should have a commitment to an interdisciplinary approach to environmental studies and expertise in the environmental humanities. The fellow will teach one course in the first year of residency and two courses in the second year. Candidates must have received the Ph.D. within five years of the time of appointment. Applications should be submitted by March 15, 2010.",Jobs & Internships
"Associate Director, Facilities Energy Management, Stanford U",Feb 18 2010 - 11:24am,"April 19, 2010",2/22/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175417399,"Stanford University (CA) is accepting applications for the position of associate director of facilities energy management. The position will be a part of a major transformation of campus energy systems to reduce cost, greenhouse gas emissions, and water use. The director will lead a new division that is responsible for managing all campus energy demand. A four year college degree in engineering or a closely related field and at least ten years of directly related experience, including time spent in a similar management role, are required.",Jobs & Internships
"Regional Coordinator, Alternative Energy Education, Gateway CC",Feb 18 2010 - 11:31am,"April 19, 2010",2/22/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175417567,"Gateway Community College (CT) is accepting applicants for the position of Sustainable Operations: Alternative and Renewable (SOAR) Energy Initiative regional coordinator for alternative energy education. The position will be accountable for contributing to the successful operation of the SOAR Program through effective performance. Qualifications include a bachelor's degree in an appropriately related field with a minimum of one year of experience, or a similar combination of education, training, and experience. The application deadline is March 1, 2010.",Jobs & Internships
"Environmental Center Coordinator, Fort Lewis College",Feb 18 2010 - 11:37am,"April 19, 2010",2/22/10,,,http://wwwstage.fortlewis.edu/shared/content/environmental_center/Documents/Job_Docs/EC_20Coordinator_jobdescription.pdf,"Fort Lewis College (CO) is seeking applicants for the position of environmental center coordinator. The candidate should be able to lead the Environmental Center, show commitment toward sustainability, and facilitate teamwork between diverse groups of students. The candidate should be approachable, creative, and open minded, and should enjoy working in a collaborative work environment. A bachelor's degree with work experience in a related field is required. Complete applications received by March 8, 2010, will be given full consideration.",Jobs & Internships
"Project Coordinator, OFS Green Building Services, Harvard U",Feb 25 2010 - 12:26pm,"April 26, 2010",3/1/10,,,http://green.harvard.edu/ofs/jobs,"Harvard University (MA) is seeking applicants for the position of project manager in the Office for Sustainability's Green Building Services. The position will provide administrative project support for green building consulting and LEED certification services to project teams and clients throughout the University. Basic qualifications include a related undergraduate and/or graduate degree, such as mechanical or electrical engineering, architecture, and/or construction management; an understanding of building mechanical, electrical and plumbing systems; and excellent communication skills, with the capacity for developing and maintaining strong client relationships across a highly decentralized university management structure.",Jobs & Internships
"Director, Studies in Community and Environment, Minot State U",Feb 25 2010 - 2:28pm,"April 26, 2010",3/1/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175419554,"Minot State University (ND) is hiring for the position of director in its Studies in Community and Environment program. The director will be responsible for direction of the program, teaching within the program, marketing and recruitment, and working with other degree programs on campus. Candidates should have a terminal degree, administrative experience, interdisciplinary teaching experience, academic background, and preparation in community, sustainability, and/or environmental studies. The position is open until filled.",Jobs & Internships
"Chair, MA in Urban Sustainability, Antioch U Los Angeles",Feb 25 2010 - 2:36pm,"April 26, 2010",3/1/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175418883,"Antioch University, Los Angeles (CA) is accepting applications for the position of chair of the Master of Urban Sustainability program. The chair is responsible for administering all aspects of the program, including supervising and making hiring recommendations for program faculty, coordinating student recruitment and retention efforts with the campus admissions and marketing staff, and developing a strategy for the launch and ongoing implementation of the low-residency online graduate program. Candidates should hold a terminal degree and have at least five years of experience teaching in higher education. Applications are due April 9, 2010.",Jobs & Internships
"Dean, School for Sustainability and the Environment, Chatham U",Feb 25 2010 - 2:54pm,"April 26, 2010",3/1/10,,,http://chronicle.com/jobs/0000627256-01,"Chatham University (PA) is seeking applicants for the position of dean of the new School for Sustainability and the Environment. The dean will provide vision and leadership, administer and generate support for the school's varied programs, build a sense of community within the school, and collaborate with other entities both within and outside the University. Candidates should have a strong conservation ethic, extensive experience in teaching and program administration, and the ability to understand and support the needs of a variety of disciplines and fields.",Jobs & Internships
"Professor, IT/Sustainability, Southern Vermont College",Feb 25 2010 - 3:18pm,"April 26, 2010",3/1/10,,,http://chronicle.com/jobs/0000626578-01,"Southern Vermont College is seeking a professor to be a part of its Science and Technology Division IT/Sustainability. The candidate should be a qualified full-time assistant professor with both academic and professional experience in distributed virtual environments, knowledge management, and technology and sustainability. Appropriate academic qualifications may include advanced study in applications in information technology, sociology, ecological economics, global environments, environmental policy, and the environment and technology. Review of applications will begin immediately and continue until the position is filled.",Jobs & Internships
"Sustainability Coordinator, U Memphis",Mar 4 2010 - 11:26am,"May 3, 2010",3/8/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175420275,"The University of Memphis (TN) is accepting applications for the position of sustainability coordinator. The position will coordinate all activities related to sustainability and recycling; purchase supplies and equipment; and work with students, faculty, and staff to enhance sustainability efforts campus-wide. Applicants should have a bachelor's degree and one year experience coordinating a recycling program. Applications are due March 12, 2010.",Jobs & Internships
"Deputy Dir, Institute for Energy & Env, Vermont Law School",Mar 4 2010 - 11:42am,"May 3, 2010",3/8/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175420141,"Vermont Law School is accepting applications for the position of deputy director for the Institute for Energy and the Environment. The Institute is the home of an advanced curriculum on energy and regulatory law at the School. Among other duties, the position will help guide and teach a research team of senior lawyers/analysts, junior lawyers, and research associates in commissioned research for multiple clients. Applicants should have significant experience with energy and environmental issues. Applications should be submitted by March 15, 2010.",Jobs & Internships
"Dir, Sustainable Enterprise & Developm't, U South Carolina",Mar 4 2010 - 11:49am,"May 3, 2010",3/8/10,,,http://chronicle.com/jobs/0000626034-01,The University of South Carolina Darla Moore School of Business is hiring a tenure-track professor to direct the Sustainable Enterprise and Development initiative. Candidates should demonstrate the ability to lead a research program designed to conduct and publish high quality academic research within the general theme of sustainable enterprise and development.,Jobs & Internships
"Visiting Professor, Environmental Studies, Connecticut College",Mar 10 2010 - 3:57pm,"May 9, 2010",3/15/10,,,http://www.higheredjobs.com/search/details.cfm?JobCode=175421909,"Connecticut College is seeking applicants for the one year position of visiting professor of environmental studies. The position's teaching load is three courses per semester with lab sections counting as a full course. Applicants should have expertise in coastal marine ecosystems, evidence of teaching excellence, and a Ph.D. The position is open until filled.",Jobs & Internships
"Asst Prof, Sustainable Landscape Horticulture, Cal Poly U",Mar 10 2010 - 4:05pm,"May 9, 2010",3/15/10,,,https://www.calpolyjobs.org/applicants/jsp/shared/frameset/Frameset.jsp?time=1268251041838,"California Polytechnic State University, San Luis Obispo is accepting applications for the position of associate professor of sustainable landscape horticulture. This position is responsible for teaching courses in environmental landscape horticulture, expanding Cal Poly's undergraduate programs in sustainable landscape management, and will have the opportunity to further develop the curriculum in environmental landscape horticulture with an emphasis on sustainability. Applicants should have a Ph.D. in horticulture, plant science, or a closely related field and demonstrate undergraduate teaching skills with an emphasis in sustainable landscape management.",Jobs & Internships
"Faculty Position, Water Sustainability Engineering, U Iowa",Mar 10 2010 - 4:17pm,"May 9, 2010",3/15/10,,,http://chronicle.com/jobs/0000628447-01,"The University of Iowa is hiring for a tenure-track position in water sustainability engineering in the College of Engineering. The College is seeking creative and entrepreneurial applicants who desire to find solutions to protect water through both innovative research and education focused on the future leaders of engineering. Applicants should hold an earned doctorate in an appropriate field. Review of applications will begin April 19, 2010.",Jobs & Internships
"Program Coordinator, Center for Sustainability, Furman U",Mar 11 2010 - 11:51am,"May 10, 2010",3/15/10,,,http://www.furman.edu/personnel/avail.htm,"Furman University (SC) is seeking applicants for the position of program coordinator at the David E. Shi Center for Sustainability. The primary responsibility of the coordinator will be to provide program support for curricular communications and applied research on campus and in the greater community. A bachelor's degree in a sustainability related field is required, as is strong experience with campus and community outreach, editing and copy writing, and excellent organizational and managerial skill.",Jobs & Internships
