Title,Post date,Issues,Institution(s),Other Organization(s),Story Date,URL,Body,All terms
UCSF Names Sustainability Manager,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"John Pihl has been named as the University of Califorina, San Francisco's first Sustainability Manager, a new position within Capital Programs & Facilities Management.  Prior to joining the University, Pihl worked for Kaiser Permanente, the David and Lucile Packard Foundation, and Hewlett-Packard in various positions related to sustainability.  Pihl is a licensed architect and a LEED accredited professional.",Human Resources
SUNY ESF Installs 23 kW Solar Array,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"The State University of New York College of Environmental Science and Forestry recently turned on a 23 kW photovoltaic array built on the south wall of ESF's Baker Laboratory.  Combined with another photovoltaic array installed earlier this year and the carbonate fuel cell that went to full power this past spring, the new system means 20 percent of the college's electricity needs now come from alternative energy resources.",Energy
U Rhode Island Enters Into $18M Energy Performance Contract,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"The University of Rhode Island has entered into an $18 million energy performance contract designed to reduce its energy usage through the replacement of lighting fixtures, windows, heating/air conditioning systems and other equipment, as well as improvements to building energy management control systems. The upgrades are expected to save over 7 million kWhs of electricity and 42 million pounds of steam per year.  The cost of the two-year contract will be paid over 12 years from the savings on the University's utility bills.",Energy
West Virginia U to Invest $12.5M in Energy Conservation,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"The West Virginia University Board of Governors have approved a $12.5 million plan of capital improvements designed to significantly reduce the amount of energy and water consumed at three of the University's campuses.  The effort, which is phase two of an energy savings performance contract, is expected to lead to savings of $1.48 million annually over the next 15 years.  Planned changes include: replacing thousands of traditional fluorescent light bulbs with newer bulbs that use less energy and produce more light; installing low flow toilets, urinals and shower heads to reduce water usage; installing computer controlled monitoring systems that can more effectively control temperatures by utilizing outside/fresh air for heating and cooling; and updating motors on fans, blowers and air handlers with variable speed that can reduce speed and energy usage when full speed is not needed.  Additional improvements include the installation of chiller units in several buildings that will replace less efficient natural gas absorbers, replacement of old boiler units with more energy efficient units and improvement of power factor capacitance to reduce the amount of power the University needs to purchase.",Energy
Swarthmore Eliminates Loans in Financial Aid Awards,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"In an effort to reduce the financial pressures facing students and their families, Swarthmore College's (PA) Board of Managers has decided to replace all loans with scholarships in financial aid awards, effective the 2008-09 academic year, for both continuing and new students.",Funding
Haverford to Replace Loans With Grants,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"In an effort to make a Haverford College (PA) education as accessible as possible, Haverford's Board of Managers has approved a sweeping overhaul of the College's financial aid program that will eliminate student loans for all incoming freshmen and to reduce the loan burden for continuing students.  The College is chartering a new endowment fund -- called the Next Generation Fund -- to help pay for the plan. All students who receive grants will be asked to make a pledge to support the Fund throughout their lives as their means allow, with no pre-set expectation of how much they contribute.",Funding
Tufts U Eliminates Loans for Lower Income Students,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"Tufts University (MA) has announced that it is replacing loans with scholarship grants for all undergraduates whose annual family income is below $40,000, starting with the class of 2011.  The new program is expected to help Tufts achieve a more socio-economically diverse student body.",Funding
"Unity College Offers $2,000 Scholarships to All Maine Students",Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"Unity College (ME) has announced that it will offer $2,000 scholarships to all Maine students who apply for enrollment in 2008.  The move is intended to improve access to higher education and help increase the number of Maine residents who go to college.",Funding
U Central Oklahoma Receives Award from Keep Oklahoma Beautiful,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"Keep Oklahoma Beautiful has awarded University of Central Oklahoma with a ""Vanguard Award"" in recognition of the University's efforts to protect the environment.  Specifically, UCO received the award for mitigating 100 percent of its electricity consumption through wind power purchases, producing and using biodiesel fuel, making energy efficient improvements to its physical plant, moving to paperless processes, and comprehensive campus-wide recycling.",Funding
Handbook on Responsible Investment Across Asset Classes,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"Boston College's (MA) Institute for Responsible Investment has released the Handbook on Responsible Investment Across Asset Classes.  Each chapter of the Handbook focuses on a single asset class-cash equivalents, public equities, fixed-income, real estate, private equity, hedge funds, and commodities-identifying three key issues and challenges for responsible investment, including real-world examples of responsible investment underway in each area. Each section includes information on how to: design a responsible investment strategy for the asset class; identify opportunities for market-rate responsible investments in the asset class; and incorporate engagement strategies into the asset class investment strategy.  The Handbook will be useful to universities who want to align their endowment investments with their institutional missions, in order both to further institutional goals and manage reputational risk.",New Resources
National Campus Energy Challenge,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"The Energy Action Coalition is inviting campuses to sign up for the National Campus Energy Challenge.  In February 2008, participating institutions compete to achieve the greatest percent reduction in total energy use.  Winners will be selected on the regional level as well as nationally.  Organizers have posted a manual online that describes the rules of the competition and provides suggestions for reducing campus energy use.",Opportunities
Harvard Green Campus Initiative Course on Institutional Change,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"Registration is open now for ENVR E-117: Sustainability, The Challenge of Changing Our Institutions. This course is open to all through the Harvard Extension School, and can be taken either in Cambridge or anywhere in the world through the online Distance Learning Program.  The course aims to address the  challenges of environmental sustainability by building change agent capacities of adults who operate within a myriad of institutional and other contexts. Students who take this course will be challenged to improve their personal capacities to influence change in pursuit of environmental sustainability within their places of work, study and life.  These skills will be put to the test through a semester long independent project in which students implement real environmental changes within an organization of their choosing.  The course is informed by the work of the Harvard Green Campus Initiative and will draw upon numerous case studies directly experienced by the course instructors and teaching fellows.",Opportunities
Call for Chapters: Sustainability in Management Education,Jul 12 2010 - 1:33pm,1/3/08,,,"January 3, 2008",,"The publishers of the Research in Management Education and Development book series have issued a call for chapters for a book on Sustainability in Management Education.  Proposals may address any aspect of aligning management teaching with the need for global sustainability, such as creating a college or graduate school concentration in global sustainability, helping executives in company-based programs change their management practices, using  real-world projects to develop in learners visions of new roles for business in solving environmental and social problems. The deadline for submissions for this volume is January 31, 2008.",Opportunities
U Arkansas Hires Sustainability Coordinator,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"Nick Brown has been appointed as the Executive Assistant for Sustainability in the Facilities Management Department at the University of Arkansas.  As the first person in this newly-created position, Brown will be responsible for sustainability efforts across the U of A campus with an emphasis on Facilities Management, and will report to the Associate Vice Chancellor for Facilities. Brown has a significant amount of experience in the environmental field, and holds a Ph.D. in Ecology from Cornell University.",Human Resources
Savannah College of Art and Design Forms Sustainability Council,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"Savannah College of Art and Design (GA) has formed the Sustainability and Eco Practices Council to support its sustainability initiatives.  The council, which is comprised of faculty and staff, has made double-sided printing a standard procedure across campus and is in the process of developing a new major called Design for Sustainability.",Coordination & Planning
U Oregon Promises Free Tuition to Low-Income Incoming Freshman,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"University of Oregon has announced PathwayOregon, a plan to cover tuition and fees for lower-income Oregonians entering the University as freshmen next fall.  The plan guarantees that qualified Oregonians from lower income families can attend the UO tuition-free by covering any remaining tuition costs not picked up by federal and state financial aid. It also provides students with comprehensive academic support and in some cases room and board.  Lower income Oregonians who are eligible for Federal Pell Grants and are entering the UO next fall as freshman qualify for the program.",Funding
Green 4-H Center Opens at Ohio State U,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"Ohio State University recently opened the Nationwide and Ohio Farm Bureau Ohio 4-H Center, a building that was designed to achieve LEED certification.  The first ""green"" building on campus, the 4-H center features a geothermal heating and cooling system, recycled building materials, natural lighting, a bicycle storage area and showers, and a highly reflective white membrane roof which makes the building easier to cool in during the summer months.",Buildings
CUNY Joins Statewide Solar Energy Consortium,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"The City University of New York (CUNY) recently joined The Solar Energy Consortium (TSEC) of New York State, a not-for-profit group of private and public companies and institutions that will research and develop new ways to efficiently and effectively deliver energy from the sun.  TSEC plans to research ways to install economically sensible photovoltaic systems and to create a solid solar industry in the state of New York.  Other participating institutions include Cornell University, Rensselaer Polytechnic Institute, Clarkson University, Binghamton University and The State University of New York at New Paltz.",Research
UC San Diego Joins Chicago Climate Exchange,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"The University of California, San Diego has joined the Chicago Climate Exchange (CCX), a voluntary, legally binding program for reducing and trading greenhouse gas. UC San Diego is the first university on the west coast to join and is the seventh campus member in the US.  UC San Diego expects that it will be able to cut its emissions below the limit and sell the surplus credits.",Climate
19 New Campuses Sign Presidents Climate Commitment,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"19 new institutions have signed the American College & University Presidents Climate Commitment since the last update in AASHE Bulletin. In doing so, these campuses have committed to develop comprehensive plans for achieving climate neutrality. The new signatories are: Michael Collins of the University of Massachusetts Amherst, Michael S. Roth of Wesleyan University (CT), Charles E. Kupchella of the University of North Dakota, Leon Botstein of Bard College (NY), Daniel Weiss of Lafayette College (PA), Bruce Grube of Georgia Southern University, Thomas Cole of the University of Massachusetts at Worcester, Robert Bogomolny of the University of Baltimore (MD), Mickey L. Burnim of Bowie State University (MD), John E. Schwaller of the State University of New York - Potsdam, Jeffrey von Arx of  Fairfield University (CT),  Donald F. Boesch of the University of Maryland Center for Environmental Science, R. Mark Sullivan of College of Saint Rose (NY), James La Calle of Harford Community College (MD), Richard F. Giese of Mount Union College (OH), Charles L. Shearer of Transylvania University (KY), Thelma B. Thompson of the University of Maryland, Eastern Shore, Randall R. Miller of Lake Michigan College (MI), and Rose B. Bellanca of St. Clair County Community College (MI). 468 college and university presidents and chancellors have now signed the Commitment.",Climate
UC San Diego Joins The Green Grid,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"The University of California, San Diego recently joined The Green Grid, a global consortium of companies that aims to reduce energy consumption in data centers and computing ecosystems.  Through this membership, UCSD plans to green the on-campus San Diego Supercomputer Center, which will re-open next year.",Energy
NJIT to Promote Green Chemistry in Local Schools,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"New Jersey Institute of Technology has committed to spend at least $125,000 to showcase greener lab practices and to measure the amount of solvents and energy reductions that can be achieved when such practices are used in school laboratory experiments rather than traditional chemistry practices.  As part of the initiative, NJIT will purchase equipment to help three local high schools get started using enhanced microwave technology, and will promote this faster, cleaner and less polluting lab technique to science educators throughout New Jersey through publications, seminars and the Internet.  This initiative is a result of a settlement between the U.S. Environmental Protection Agency and NJIT.",Funding
Sustainability a Major Theme at Council of Independent Colleges,Jul 12 2010 - 1:33pm,,,,"January 10, 2008",,"Sustainability and carbon neutrality were major themes at this year's Council of Independent Colleges Conference, an annual gathering of presidents of liberal arts colleges.  The presidents of Unity College (ME), Dickinson College (PA), and Alaska Pacific University shared lessons from their sustainability programs in one session.  Another session argued that sustainability can be profitable and described the benefits of signing the American College and University Presidents Climate Commitment.",Funding
UW Oshkosh Switches to Cage-Free Eggs,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"Under a new policy, all shell (whole) eggs that UW Oshkosh serves will be cage-free. The switch to cage-free eggs follows a successful student-voter referendum and dining services-committee vote to switch the eggs sold on campus to cage-free.",Purchasing
Ferrum College Creates Environmental Science Scholarship Fund,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"Ferrum College (VA)has established a scholarship fund for high school students planning to pursue studies in environmental science.  West Development Group, a manufacturer of roofing products, made the initial contribution to the ""Scientia Terrae Causa"" (Knowledge for the Earth) Environmental Science Scholarship Fund and will donate a percentage of all future sales of its environmental products to the fund.",Funding
Achieving Campus Sustainability in the Curriculum and Culture,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"The Presidential Perspectives Series recently released its newest chapter, ""Achieving Campus Sustainability in the Curriculum and Culture,"" written by John Brennan, the President of Green Mountain College. The chapter is a case study on how campuses can leverage sustainability for institutional gain while facing a highly competitive higher education marketplace.",New Resources
Conscious Lifestyle Innovative Idea Competition,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"Conscious Lifestyle is accepting applications for its 2008 Ventures program, which offers $1000 in start-up funding, web space, monthly skill building workshops, and personalized support to the team with the most innovative idea on how to sustainably make students and their institution more socially responsible.  Applicants must be full time students, have leadership and/or volunteer experience, and be able to work with an adult ally and other community leaders.  Application deadline is February 15, 2008.",Opportunities
Presidential Forum on Renewable Energy Essay Contest,Jul 12 2010 - 1:33pm,01/10/08,,,"January 10, 2008",,"The Presidential Forum on Renewable Energy is sponsoring a student essay contest in which three college students will be awarded a $10,000 educational prize. The contest is intended to engage college students in the issues of renewable energy, sustainability, and conservation.  It is open to students who, as of January 1, 2008, are between the ages of 18 and 24; enrolled, full-time or part-time, in an undergraduate college program; and a citizen of the US.  Deadline is February 1, 2008.",Opportunities
Ohio U to Reduce Off-Campus Energy Use,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"Ohio University has received a $50,000 grant from the Sugar Bush Foundation for a project that aims to reduce energy waste in off-campus student housing.  The grant will support the University's Green House Project, which provides energy-efficiency audits of residential properties and disseminates information, recommendations, and financial support to students and landlords interested in making related improvements.  The project will offset a portion of OU's carbon footprint as part of the University's participation in the American College & University Presidents Climate Commitment.",Funding
U Florida Commits to Green Cleaning Practices,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The University of Florida's Building Services Department of the Physical Plant Division announced its commitment to green cleaning practices throughout all of the campus buildings. UF Building Services and the Office of Sustainability have developed greener training programs for custodial supervisors and staff.  The training will include discussion on minimizing energy consumption, recycling, waste reduction, ergonomics, the importance of proper maintenance of entryway matting, and other sustainable practices.",Purchasing
SUNY ESF Introduces 2 Environmental Studies Grad Programs,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The SUNY College of Environmental Science and Forestry has established a master of science and a master of professional studies, both in environmental studies.  The research focused MS program offers students an interdisciplinary understanding of environmental issues and the problems that underlie them, and is intended for students with a wide range of undergraduate degrees.  The MPS program is a career-focused, non-thesis degree with less emphasis on research.  It is aimed at professionals already working in various environmental fields.  Both programs focus on the core areas of sustainability, policy, governance, conflict resolution, advocacy, ethics, and perception and behavior.",Curriculum
SUNY ESF Enlarges Alternative Fuel Supply,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The SUNY College of Environmental Science and Forestry recently had two 3,000 gallon alternative fuel storage tanks delivered to its campus in order to supply the college's growing fleet of alternative fuel vehicles.  Over 34% of SUNY ESF vehicles run on fuels such as flex-fuel, biodiesel, electric hybrids, concentrated natural gas, and propane.",Other News
U New Hampshire Recycles Demolished Building Materials,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The University of New Hampshire has recycled more than 98% of the rubble from the recently demolished DeMeritt Hall. Most of the masonry will be used as road fill, some of the wood was in good enough condition to sell, and much of the flooring will be re-milled and go back into the new building's floors.  The new building will incorporate numerous energy efficient features as well.",Waste
National Law Journal Covers Law Schools Going Green,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"A recently article in the National Law Journal describes how law schools across the country are going green.  The University of Colorado School of Law's Wolf Law Building and the University of Denver's Frank H. Ricketson Jr. Law Building have both been certified LEED gold in recently years, and many schools plan to follow suit.  Environmentally and sustainably focused law courses and degrees have become more prevalent in recent years, and law schools are seeing increasing student interest in environmental law topics as well.",Research
Andover Newton Trustees Vote to Cut Energy Consumption by 20%,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,The Andover Newton Theological School's (MA) Board of Trustees voted unanimously to reduce energy consumption by 20% over 5 years.  The Board promised to publish annual progress reports and is hoping that entire community will take part in the effort.,Energy
U Central Oklahoma Introduces Bike Share Program,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The University of Central Oklahoma recently launched its ""Bum-A-Bike"" initiative, a program which allows UCO students, faculty, and staff to check out bikes free of charge for up to two weeks with a campus ID.  The program was initiated when the manager of a local restaurant donated 10 bicycles to the University.",Transportation
UCSD Seeks to Reduce Water and Energy Use through Weather Sensors,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The University of California, San Diego plans to install a network of up to 30 weather sensors on rooftops across campus.  The data retrieved from the sensors will serve to provide an accurate display of weather conditions, which will allow for better control of the inside temperatures.  The program could also help run the university irrigation system more efficiently and help determine the best placement for solar arrays.",Water
MIT Announces Energy Research Partnership,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"MIT announced that it will be partnering with Italian energy company, Eni, to develop advanced solar technologies.  The Eni-MITEI Solar Frontiers Research Program will focus on nano-structured thin film photovoltaics, luminescent solar concentrators, self assembling photovoltaic materials, water splitting, materials for solar energy capture and storage, and maximizing the return on investment for solar thermals plants. Eni will also support various other energy related projects such as research in evaluation methodologies for the commercial potential of energy startups and novel energy technologies.",Research
Duke Hires Coordinator of Student Environmental Initiatives,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"Duke University (NC) has appointed Charlotte R. Clark to the newly created Coordinator of Student Environmental Initiatives position.  Clark will work with the Nicholas School's Director of Undergraduate Studies and Duke's VP of Student Affairs to develop a strategic, university-wide plan to boost environmental awareness and encourage greater participation in environmental initiatives.  Her main goals include promoting environmental literacy, promoting best practices for environmental management on campus, and increasing student engagement with each other and with faculty and staff around environmental topics and activities.",Human Resources
U Maine Art Students Participate in Global Warming Exhibit,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"University of Maine art students submitted their global warming and environmentally focused work to an exhibit hosted by the Kennebec Art Association.  During the exhibition, participating artists will be accepting donations to purchase offsets for the carbon fuels and materials used for the event.",Research
UC San Francisco Expands Composting Program,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"Retail Services at the University of California, San Francisco will introduce a ""Going Greener"" campaign, which will expand the current program to provide composting options to customers and the general public.  Composting, recycling, and garbage bins complete with detailed signage will be made available in the plaza.  Campus vendors will also participate by composting their compostable to-go ware.  The program will be piloted for six months before it will be introduced to other campus locations.",Waste
Laramie County CC Named Energy Innovator of the Year,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"Laramie County Community College (WY) has been named the Energy Innovator of the Year, an award presented by the Renewable Energy Coalition of Wyoming.  The award is result of LCCC's leadership in the state regarding renewable energy.  This leadership includes the installation of its own 100 foot wind turbine, energy-efficient construction practices, and the new Wind Technician Program.",Energy
Stony Brook U's 'Earthstock' Receives Student Affairs Award,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The EarthStock program series at Stony Brook University (NY) received the 2007 Outstanding Student Affairs Award for Emerging Programs.  EarthStock is a series of programs that educate the campus and local community on the environment and sustainability.  The event, chosen from more than 40 entries, is designed to raise awareness and help provide solutions for climate change and global warming by involving local, regional and national government and business leaders in the discussion.  It was started as a grassroots effort by students and staff to celebrate Earth Day in 2002, and is now a weeklong event featuring 32 departments on campus.",Funding
Higher Education in a Warming World,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The National Wildlife Federation has released ""Higher Education in a Warming World: The Business Case of Climate Leadership on Campus.""  The new publication highlights the business, educational, and moral arguments for reducing greenhouse gas emissions on campus, with best practices from US colleges and universities.  The report includes case examples on implementing climate action solutions in the areas of energy efficiency, renewable energy, cogeneration, transportation, green buildings, renewable energy",New Resources
New Resource on Academic Programs in Sustainable Development,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,AASHE has compiled a list of undergraduate and graduate programs in Sustainable Development.  The resource also includes academic research centers on sustainable development and is available only to AASHE members.,New Resources
2008 Campus Vote Initiative,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"Campus Compact has launched a new website to encourage higher education institutions to help educate and empower students to take part in the upcoming elections.  The website features information on voter registration, ways to connect service with civic engagement, strategies for encouraging democratic participation, and model campus programs.  The site also offers hands-on tools and templates for students, faculty, and community service staff as well as information on other nonpartisan democracy initiatives.",New Resources
Smart and Sustainable Campus Conference Student Scholarships,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The partnering organizations of the Smart and Sustainable Campus Conference are pleased to announce a call for conference student scholarship applications.  The scholarship will include on-site registration materials, attendance at all conference sessions, and meals offered during the event.  The conference will be held March 31 - April 2, 2008 at the University of Maryland, College Park.  20 scholarships are available for the both undergraduate and graduate students.  Deadline for applications is February 29, 2008.",Opportunities
Opportunity to be Featured in Making a Difference College Guide,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"Miriam Weinstein, the author of Making A Difference College Guide, is seeking colleges with a strong focus on the environment and sustainability to feature in the 11th edition of her book, the Authoritative Guide to Green and Socially Responsible Colleges.  She is particularly looking for schools with strong student activism supported by the administration.  Campus sustainability efforts are also looked upon favorably.  Miriam requests a sliding scale fee to be featured in her book.  She is on a tight deadline so a quick response is necessary to take advantage of this opportunity.  Institutions interested in being featured should contact Miriam directly at mw@sageworks.net.",Opportunities
Call for Applications: Community Engagement Classification,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,"The Carnegie Foundation for the Advancement of Teaching has announced the call for applications for the 2008 Community Engagement Classification process.  The program provides a way for institutions to describe commitments to their community with a public and nationally recognized classification.  The documentation framework's purpose is to honor the diversity of institutions and their approaches to community engagement.  The deadline for declaring intent to apply is March 1, 200",Opportunities
Owens CC Offers Green Technology Program,Jul 12 2010 - 1:33pm,1/17/08,,,"January 17, 2008",,Owens Community College (OH) Workforce and Community Services is offering a new Green Technology program.  The program is designed to raise awareness of renewable energy technologies and provide students with enhanced knowledge about green living.,Curriculum
Yale Reduces Greenhouse Gas Emissions by 17%,Jul 12 2010 - 1:33pm,1/24/08,,,"January 24, 2008",,"Yale University (CT) recently announced that it has reduced its greenhouse gas emissions by 17%, or 43,000 metric tons, since 2005.  In 2005, Yale committed to cut its GHG emissions to 10% below the University's 1990 levels by 2020.  Yale's strategy to shrink its carbon footprint calls for a mix of conservation measures, the use of renewable energy on campus, and direct participation in carbon offset projects. Yale has achieved its current reduction through projects and policies including the installation of more efficient heating and cooling systems in 90 buildings, new automatic controls for heating, cooling and lighting, the replacement of windows, new and modified power plant equipment, achieving LEED Silver or better certification for all new buildings and major renovations, the use of ground water for cooling, and a 10% yearly reduction in electricity consumption by students in Yale's undergraduate residential colleges.",Climate
